project-01-grpc-service-1,0.00%,883.3MiB / 7.654GiB
project-01-rest-service-1,3.11%,116.7MiB / 7.654GiB
project-01-db-1,6.27%,123.5MiB / 7.654GiB
project-01-graphql-service-1,1.67%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,883.2MiB / 7.654GiB
project-01-rest-service-1,1.13%,116.7MiB / 7.654GiB
project-01-db-1,5.24%,123.5MiB / 7.654GiB
project-01-graphql-service-1,3.06%,203.3MiB / 7.654GiB
project-01-grpc-service-1,0.00%,883.2MiB / 7.654GiB
project-01-rest-service-1,1.22%,116.7MiB / 7.654GiB
project-01-db-1,5.80%,123.5MiB / 7.654GiB
project-01-graphql-service-1,1.42%,203.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,883.1MiB / 7.654GiB
project-01-rest-service-1,1.41%,116.8MiB / 7.654GiB
project-01-db-1,6.83%,62.05MiB / 7.654GiB
project-01-graphql-service-1,2.13%,203.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,883MiB / 7.654GiB
project-01-rest-service-1,1.17%,116.8MiB / 7.654GiB
project-01-db-1,5.40%,62.04MiB / 7.654GiB
project-01-graphql-service-1,0.82%,203.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882.9MiB / 7.654GiB
project-01-rest-service-1,0.23%,116.8MiB / 7.654GiB
project-01-db-1,1.62%,62.04MiB / 7.654GiB
project-01-graphql-service-1,0.36%,203.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882.7MiB / 7.654GiB
project-01-rest-service-1,0.34%,116.8MiB / 7.654GiB
project-01-db-1,0.00%,48.5MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882.5MiB / 7.654GiB
project-01-rest-service-1,0.29%,116.8MiB / 7.654GiB
project-01-db-1,0.09%,48.49MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882.3MiB / 7.654GiB
project-01-rest-service-1,0.21%,116.8MiB / 7.654GiB
project-01-db-1,0.02%,48.49MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882MiB / 7.654GiB
project-01-rest-service-1,0.20%,116.5MiB / 7.654GiB
project-01-db-1,0.00%,48.49MiB / 7.654GiB
project-01-graphql-service-1,0.37%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882MiB / 7.654GiB
project-01-rest-service-1,1.98%,116.5MiB / 7.654GiB
project-01-db-1,0.00%,48.5MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882MiB / 7.654GiB
project-01-rest-service-1,0.13%,116.5MiB / 7.654GiB
project-01-db-1,0.01%,48.5MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,882MiB / 7.654GiB
project-01-rest-service-1,0.06%,116.5MiB / 7.654GiB
project-01-db-1,0.01%,46.87MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,90.94%,866.6MiB / 7.654GiB
project-01-rest-service-1,7.11%,116.2MiB / 7.654GiB
project-01-db-1,1.28%,46.88MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,866.6MiB / 7.654GiB
project-01-rest-service-1,0.03%,116.1MiB / 7.654GiB
project-01-db-1,1.00%,48.43MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,866.6MiB / 7.654GiB
project-01-rest-service-1,0.03%,116.1MiB / 7.654GiB
project-01-db-1,0.00%,46.88MiB / 7.654GiB
project-01-graphql-service-1,0.00%,203.4MiB / 7.654GiB
project-01-grpc-service-1,0.00%,866.6MiB / 7.654GiB
project-01-rest-service-1,0.07%,116.1MiB / 7.654GiB
project-01-db-1,0.00%,46.87MiB / 7.654GiB
--,--,-- / --
--,--,-- / --
--,--,-- / --
project-01-db-1,0.00%,46.9MiB / 7.654GiB
--,--,-- / --
--,--,-- / --
--,--,-- / --
--,--,-- / --
project-01-graphql-service-1,4.52%,222.3MiB / 7.654GiB
project-01-grpc-service-1,1.96%,650.7MiB / 7.654GiB
project-01-rest-service-1,2.80%,116.6MiB / 7.654GiB
project-01-db-1,1.87%,38.49MiB / 7.654GiB
project-01-graphql-service-1,6.81%,223MiB / 7.654GiB
project-01-grpc-service-1,6.35%,650.9MiB / 7.654GiB
project-01-rest-service-1,4.27%,116.7MiB / 7.654GiB
project-01-db-1,4.35%,40.15MiB / 7.654GiB
project-01-graphql-service-1,16.70%,222.5MiB / 7.654GiB
project-01-grpc-service-1,7.03%,651.5MiB / 7.654GiB
project-01-rest-service-1,6.06%,119.3MiB / 7.654GiB
project-01-db-1,9.70%,43.47MiB / 7.654GiB
project-01-graphql-service-1,12.43%,222.4MiB / 7.654GiB
project-01-grpc-service-1,5.56%,651.6MiB / 7.654GiB
project-01-rest-service-1,5.96%,119.3MiB / 7.654GiB
project-01-db-1,13.76%,45.16MiB / 7.654GiB
project-01-graphql-service-1,10.22%,222.5MiB / 7.654GiB
project-01-grpc-service-1,8.98%,652.4MiB / 7.654GiB
project-01-rest-service-1,6.06%,119.4MiB / 7.654GiB
project-01-db-1,6.14%,45.14MiB / 7.654GiB
project-01-graphql-service-1,7.57%,222.4MiB / 7.654GiB
project-01-grpc-service-1,8.77%,652.4MiB / 7.654GiB
project-01-rest-service-1,7.73%,119.7MiB / 7.654GiB
project-01-db-1,9.29%,46.75MiB / 7.654GiB
project-01-graphql-service-1,58.51%,222.1MiB / 7.654GiB
project-01-grpc-service-1,12.25%,653.7MiB / 7.654GiB
project-01-rest-service-1,10.61%,111.6MiB / 7.654GiB
project-01-db-1,13.85%,46.71MiB / 7.654GiB
project-01-graphql-service-1,13.36%,227.3MiB / 7.654GiB
project-01-grpc-service-1,17.39%,654.5MiB / 7.654GiB
project-01-rest-service-1,12.94%,107.8MiB / 7.654GiB
project-01-db-1,18.26%,46.75MiB / 7.654GiB
project-01-graphql-service-1,17.92%,227.4MiB / 7.654GiB
project-01-grpc-service-1,21.60%,655.8MiB / 7.654GiB
project-01-rest-service-1,15.99%,98.3MiB / 7.654GiB
project-01-db-1,17.22%,50.75MiB / 7.654GiB
project-01-graphql-service-1,19.69%,228.3MiB / 7.654GiB
project-01-grpc-service-1,23.52%,658.3MiB / 7.654GiB
project-01-rest-service-1,20.41%,94.27MiB / 7.654GiB
project-01-db-1,33.47%,50.52MiB / 7.654GiB
project-01-graphql-service-1,30.54%,229.4MiB / 7.654GiB
project-01-grpc-service-1,36.42%,660.2MiB / 7.654GiB
project-01-rest-service-1,27.00%,94.98MiB / 7.654GiB
project-01-db-1,52.55%,50.12MiB / 7.654GiB
project-01-graphql-service-1,50.38%,234.5MiB / 7.654GiB
project-01-grpc-service-1,41.64%,662.9MiB / 7.654GiB
project-01-rest-service-1,40.20%,90.49MiB / 7.654GiB
project-01-db-1,95.59%,58.43MiB / 7.654GiB
project-01-graphql-service-1,36.17%,234.5MiB / 7.654GiB
project-01-grpc-service-1,53.09%,742.7MiB / 7.654GiB
project-01-rest-service-1,36.98%,90.71MiB / 7.654GiB
project-01-db-1,110.98%,62.28MiB / 7.654GiB
project-01-graphql-service-1,0.48%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,793.8MiB / 7.654GiB
project-01-rest-service-1,0.25%,90.37MiB / 7.654GiB
project-01-db-1,0.08%,61.89MiB / 7.654GiB
project-01-graphql-service-1,0.30%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,793.7MiB / 7.654GiB
project-01-rest-service-1,0.44%,90.61MiB / 7.654GiB
project-01-db-1,1.33%,61.55MiB / 7.654GiB
project-01-graphql-service-1,0.39%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,793.7MiB / 7.654GiB
project-01-rest-service-1,0.37%,90.37MiB / 7.654GiB
project-01-db-1,1.29%,61.51MiB / 7.654GiB
project-01-graphql-service-1,0.19%,234.8MiB / 7.654GiB
project-01-grpc-service-1,0.00%,785.6MiB / 7.654GiB
project-01-rest-service-1,0.55%,90.38MiB / 7.654GiB
project-01-db-1,0.24%,61.52MiB / 7.654GiB
project-01-graphql-service-1,1.26%,234.8MiB / 7.654GiB
project-01-grpc-service-1,0.00%,785.6MiB / 7.654GiB
project-01-rest-service-1,1.21%,90.25MiB / 7.654GiB
project-01-db-1,0.16%,61.75MiB / 7.654GiB
project-01-graphql-service-1,0.79%,234.8MiB / 7.654GiB
project-01-grpc-service-1,0.00%,777.2MiB / 7.654GiB
project-01-rest-service-1,0.69%,90.27MiB / 7.654GiB
project-01-db-1,0.13%,61.5MiB / 7.654GiB
project-01-graphql-service-1,1.80%,234.8MiB / 7.654GiB
project-01-grpc-service-1,0.00%,777.2MiB / 7.654GiB
project-01-rest-service-1,1.70%,90.3MiB / 7.654GiB
project-01-db-1,1.65%,61.52MiB / 7.654GiB
project-01-graphql-service-1,2.11%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,768.2MiB / 7.654GiB
project-01-rest-service-1,1.85%,90.45MiB / 7.654GiB
project-01-db-1,0.81%,61.5MiB / 7.654GiB
project-01-graphql-service-1,1.73%,234.8MiB / 7.654GiB
project-01-grpc-service-1,0.00%,768.2MiB / 7.654GiB
project-01-rest-service-1,1.49%,90.21MiB / 7.654GiB
project-01-db-1,0.65%,61.52MiB / 7.654GiB
project-01-graphql-service-1,1.99%,234.9MiB / 7.654GiB
project-01-grpc-service-1,0.00%,758.2MiB / 7.654GiB
project-01-rest-service-1,1.87%,90.29MiB / 7.654GiB
project-01-db-1,1.13%,61.51MiB / 7.654GiB
project-01-graphql-service-1,1.96%,234.9MiB / 7.654GiB
project-01-grpc-service-1,0.00%,758.1MiB / 7.654GiB
project-01-rest-service-1,1.77%,90.34MiB / 7.654GiB
project-01-db-1,1.18%,61.51MiB / 7.654GiB
project-01-graphql-service-1,1.54%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,758.1MiB / 7.654GiB
project-01-rest-service-1,1.22%,90.38MiB / 7.654GiB
project-01-db-1,2.00%,61.51MiB / 7.654GiB
project-01-graphql-service-1,1.70%,235.1MiB / 7.654GiB
project-01-grpc-service-1,0.00%,748.3MiB / 7.654GiB
project-01-rest-service-1,1.38%,90.42MiB / 7.654GiB
project-01-db-1,2.55%,61.51MiB / 7.654GiB
project-01-graphql-service-1,3.10%,234.7MiB / 7.654GiB
project-01-grpc-service-1,0.00%,747.9MiB / 7.654GiB
project-01-rest-service-1,2.44%,90.53MiB / 7.654GiB
project-01-db-1,0.48%,68.12MiB / 7.654GiB
project-01-graphql-service-1,3.24%,235.1MiB / 7.654GiB
project-01-grpc-service-1,0.00%,738.3MiB / 7.654GiB
project-01-rest-service-1,2.65%,90.57MiB / 7.654GiB
project-01-db-1,0.54%,68.12MiB / 7.654GiB
project-01-graphql-service-1,1.54%,235.1MiB / 7.654GiB
project-01-grpc-service-1,0.00%,738.3MiB / 7.654GiB
project-01-rest-service-1,1.44%,90.62MiB / 7.654GiB
project-01-db-1,1.42%,68.13MiB / 7.654GiB
project-01-graphql-service-1,2.36%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,733.6MiB / 7.654GiB
project-01-rest-service-1,1.53%,91.21MiB / 7.654GiB
project-01-db-1,1.18%,68.12MiB / 7.654GiB
project-01-graphql-service-1,3.82%,235.1MiB / 7.654GiB
project-01-grpc-service-1,0.00%,733.6MiB / 7.654GiB
project-01-rest-service-1,1.76%,93.34MiB / 7.654GiB
project-01-db-1,10.64%,68.12MiB / 7.654GiB
project-01-graphql-service-1,1.50%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,733.9MiB / 7.654GiB
project-01-rest-service-1,1.18%,94.62MiB / 7.654GiB
project-01-db-1,0.37%,68.13MiB / 7.654GiB
project-01-graphql-service-1,3.59%,234.8MiB / 7.654GiB
project-01-grpc-service-1,0.00%,733.9MiB / 7.654GiB
project-01-rest-service-1,1.09%,95.66MiB / 7.654GiB
project-01-db-1,0.59%,68.14MiB / 7.654GiB
project-01-graphql-service-1,2.26%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,733.9MiB / 7.654GiB
project-01-rest-service-1,1.38%,96.64MiB / 7.654GiB
project-01-db-1,0.36%,68.13MiB / 7.654GiB
project-01-graphql-service-1,0.29%,234.6MiB / 7.654GiB
project-01-grpc-service-1,0.00%,731.6MiB / 7.654GiB
project-01-rest-service-1,0.07%,97.23MiB / 7.654GiB
project-01-db-1,0.98%,68.15MiB / 7.654GiB
project-01-graphql-service-1,0.14%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,731.6MiB / 7.654GiB
project-01-rest-service-1,0.05%,97.2MiB / 7.654GiB
project-01-db-1,3.33%,68.16MiB / 7.654GiB
project-01-graphql-service-1,0.00%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,727.6MiB / 7.654GiB
project-01-rest-service-1,0.18%,97.2MiB / 7.654GiB
project-01-db-1,3.49%,68.37MiB / 7.654GiB
project-01-graphql-service-1,0.00%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,727.6MiB / 7.654GiB
project-01-rest-service-1,0.06%,97.2MiB / 7.654GiB
project-01-db-1,0.00%,68.15MiB / 7.654GiB
project-01-graphql-service-1,0.00%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,720.6MiB / 7.654GiB
project-01-rest-service-1,0.22%,97.15MiB / 7.654GiB
project-01-db-1,0.00%,68.12MiB / 7.654GiB
project-01-graphql-service-1,0.00%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,720.9MiB / 7.654GiB
project-01-rest-service-1,0.21%,97.15MiB / 7.654GiB
project-01-db-1,0.00%,68.12MiB / 7.654GiB
project-01-graphql-service-1,0.00%,234.5MiB / 7.654GiB
project-01-grpc-service-1,0.00%,720.9MiB / 7.654GiB
project-01-rest-service-1,0.12%,97.15MiB / 7.654GiB
project-01-db-1,0.02%,68.12MiB / 7.654GiB
project-01-graphql-service-1,0.00%,234.5MiB / 7.654GiB
project-01-grpc-service-1,213.40%,706.3MiB / 7.654GiB
project-01-rest-service-1,43.82%,96.73MiB / 7.654GiB
project-01-db-1,1.06%,68.27MiB / 7.654GiB
